,phase,round,sender,recipient,message
34,S1901M,2,GERMANY,AUSTRIA,"Hello Austria, I’m interested in discussing our plans in the Balkans. Do you have any thoughts on potential cooperation?"
35,S1901M,2,GERMANY,ITALY,"Hey Italy, I'm glad to hear you’re open to cooperation. What specific moves are you planning in the Mediterranean?"
36,S1901M,2,ENGLAND,GERMANY,"I'm supportive of your move to the North Sea, and I think we can coordinate our efforts there. Let’s keep the lines open as we navigate this area."
37,S1901M,2,ENGLAND,FRANCE,"I'm keen on maintaining a peaceful approach. If you have any plans that might affect the North or my holdings, please let me know."
38,S1901M,2,ENGLAND,TURKEY,"Hello again! I appreciate your commitment to peace. If there's any way we can support each other in maintaining stability, let's discuss it."
39,S1901M,2,ENGLAND,GLOBAL,Wishing everyone a productive and peaceful year. Let's work together to ensure our territories remain secure.
40,S1901M,2,FRANCE,GERMANY,"Hi Germany, I appreciate your continued interest in our relationship. I'm planning to hold my current positions for now. How do you see the situation developing in the north?"
41,S1901M,2,FRANCE,TURKEY,"Thanks for your message, Turkey! I'm also holding my units this turn. Any insights on your plans?"
42,S1901M,2,FRANCE,ENGLAND,Hi England! I’m currently holding my positions. What about you? Are you planning any movements in the north?
43,S1901M,2,FRANCE,ITALY,"Hello Italy, I'm holding my units this turn. How do you view the situation in the region?"
44,S1901M,2,ITALY,GERMANY,"Thanks for reaching out, Germany! I'm considering a defensive stance this turn, holding my positions. How about you? What are your thoughts on cooperating in the Mediterranean?"
45,S1901M,2,ITALY,TURKEY,"I appreciate your proposal for collaboration, Turkey. I'm also planning to hold my positions for now. Let’s keep the lines of communication open as we navigate the Balkans together."
46,S1901M,2,ITALY,FRANCE,Hello France! I plan to hold my units this turn. I’m open to discussing how we might cooperate and ensure stability in the region.
47,S1901M,2,ITALY,GLOBAL,Looking forward to a productive year ahead for everyone! Let's keep communication flowing as we all try to maintain peace.
48,S1901M,2,AUSTRIA,TURKEY,"Thanks for sharing your plans, Turkey! I think keeping our borders peaceful is the right approach. If you do move into Bulgaria, I would appreciate if we could discuss how we could both benefit from it."
49,S1901M,2,AUSTRIA,GERMANY,"I appreciate your interest in cooperation, Germany. Let's keep our communications open and see how the situation in the Balkans develops. I believe we can find a common ground."
50,S1901M,2,AUSTRIA,RUSSIA,"Thanks for the heads up, Russia! I hope we can maintain a peaceful relationship. Let’s keep the lines of communication open as your plans develop."
51,S1901M,2,AUSTRIA,GLOBAL,I'm looking forward to a peaceful year ahead. Let's all stay committed to collaboration!
52,S1901M,3,ITALY,TURKEY,Hi Turkey! I’m on board with holding our positions for now. Let’s keep discussing how we can coordinate our moves in the Balkans moving forward.
53,S1901M,3,ITALY,GERMANY,"Thanks for your interest in Mediterranean cooperation, Germany! For this turn, I’m holding my units to maintain stability. Let’s keep discussing future plans."
54,S1901M,3,ITALY,FRANCE,"I’m also holding my units this turn, France. Let’s see how things unfold and keep the lines of communication open."
55,S1901M,3,ITALY,GLOBAL,Looking forward to a peaceful year for all! Let’s work together to maintain stability in the region.
56,S1901M,3,TURKEY,RUSSIA,"Hey Russia, I’m planning to move my fleet to the Black Sea. I believe this could further strengthen our cooperative approach. Looking forward to our mutual benefit!"
57,S1901M,3,TURKEY,AUSTRIA,"Austria, I intend to move my army to Bulgaria. This could open avenues for our collaboration. Let’s discuss how we can both benefit from this."
58,S1901M,3,TURKEY,ITALY,"Italy, I’m moving to secure my position in Bulgaria and the Black Sea. I hope we can continue our discussion on mutual interests in the Balkans as things progress."
59,S1901M,3,TURKEY,GLOBAL,"As we approach the movement phase, I hope we can all stay engaged in constructive dialogue. Let’s aim for a collaborative start to the year!"
60,S1901M,3,FRANCE,GERMANY,"Hi Germany, I appreciate your commitment to maintaining peace. I plan to hold my positions this turn. How do you feel about coordinating our efforts in the north?"
61,S1901M,3,FRANCE,TURKEY,"Thanks for your message, Turkey! I’m also holding my units this turn. Let’s keep the communication open as the year progresses."
62,S1901M,3,FRANCE,ITALY,"Hello Italy, I’m holding my units this turn. Are there any particular regions you’re focusing on?"
63,S1901M,3,FRANCE,ENGLAND,Hi England! I plan to hold my positions this turn. Let me know if you have any plans that might affect the north.
64,S1901M,3,AUSTRIA,TURKEY,"Thanks for your plans, Turkey! I'm interested in how we can collaborate in the region. If you move to Bulgaria, I’d appreciate discussing how we can both gain from this."
65,S1901M,3,AUSTRIA,GERMANY,I’m open to discussing cooperation in the Balkans. What are your thoughts on our strategies moving forward?
66,S1901M,3,AUSTRIA,RUSSIA,I appreciate the heads-up regarding your move towards Galicia. Let’s keep communication open as the situation develops.
67,S1901M,3,ENGLAND,GERMANY,"Hey, I'm considering moving my fleet in the North Sea to maintain a strong presence. How do you see our collaboration playing out? Any specific moves in mind?"
68,S1901M,3,ENGLAND,FRANCE,Thanks for letting me know about your plans to hold. I’ll be keeping my fleet in the North Sea and the English Channel for now. Let’s stay in touch regarding any shifts.
69,S1901M,3,ENGLAND,TURKEY,I'm interested in maintaining our peaceful stance. Any specific areas you believe we could focus on to support each other's positions?
70,S1901M,3,ENGLAND,GLOBAL,Looking forward to seeing everyone's moves! Let's ensure a peaceful and collaborative year ahead.
71,S1901M,3,RUSSIA,TURKEY,I plan to move F SEV to the Black Sea to strengthen our cooperative approach. Looking forward to seeing how we can work together this year!
72,S1901M,3,RUSSIA,AUSTRIA,I'll be moving A WAR to GAL this turn. Let's keep the lines of communication open as we proceed!
73,S1901M,3,RUSSIA,FRANCE,"Looking forward to working together this year! If you have any specific plans, let me know."
74,S1901M,3,RUSSIA,GERMANY,Hope all is well! Just wanted to keep in touch as we all make our moves.
75,S1901M,3,GERMANY,AUSTRIA,"Hello Austria! I'm planning to hold my positions for now, but I'm keen to discuss potential collaborations in the Balkans moving forward. Let’s keep communication open!"
76,S1901M,3,GERMANY,ITALY,Hey Italy! I’m holding my positions this turn. I think it’s crucial we keep the lines open as we discuss our strategies in the Mediterranean.
77,S1901M,3,GERMANY,ENGLAND,"Hey England, I’m moving my fleet to DEN to strengthen our position in the North Sea. Let’s coordinate as we progress!"
78,S1901M,3,GERMANY,FRANCE,"Hi France, I’m holding my units this turn. I hope we can keep the peace and maintain our friendly relations!"
79,S1901M,4,ITALY,TURKEY,Hi Turkey! I'm holding my positions for now as we discussed. Let's keep the lines of communication open as we coordinate our moves in the Balkans.
80,S1901M,4,ITALY,GERMANY,"Thanks for your ongoing interest in cooperation, Germany! I’m also holding my units this turn. Let's continue discussing future plans for the Mediterranean."
81,S1901M,4,ITALY,FRANCE,Hello France! I’m planning to hold my units this turn as well. I believe maintaining stability in the region is crucial for all of us.
82,S1901M,4,ITALY,GLOBAL,Looking forward to a peaceful start for everyone! Let’s keep our communications flowing as we navigate this year together.
83,S1901M,4,ENGLAND,GERMANY,I'm supportive of your move to DEN and will be moving my fleet to the North Sea to support our collaboration.
84,S1901M,4,ENGLAND,FRANCE,"Just a heads up, I plan to move my fleet into the North Sea to maintain our strong presence there."
85,S1901M,4,ENGLAND,TURKEY,I'm looking forward to working together this year! Let's keep the dialogue open for any areas where we can collaborate.
86,S1901M,4,ENGLAND,GLOBAL,Let's all have a productive Spring 1901. Looking forward to seeing everyone's movements!
87,S1901M,4,TURKEY,RUSSIA,"I'm moving my fleet to the Black Sea as we discussed, reinforcing our cooperative stance. Let's keep up the collaboration!"
88,S1901M,4,TURKEY,AUSTRIA,"I will be moving to Bulgaria, as we talked about. I hope this helps us coordinate our efforts in the region."
89,S1901M,4,TURKEY,ITALY,I'm making moves to secure my position in the Balkans. Let's stay in touch to coordinate our strategies.
90,S1901M,4,TURKEY,GLOBAL,"As we move into the phase, I'm optimistic about the cooperation we're building. Let's all aim for a peaceful start!"
91,S1901M,4,AUSTRIA,TURKEY,"Turkey, with your move to Bulgaria, I see potential for collaboration in the region. Let's discuss how we can both benefit from your presence there."
92,S1901M,4,AUSTRIA,GERMANY,"Germany, I'm considering moving to Galicia to contest for position. I'd appreciate any insights you have on your plans in the region."
93,S1901M,4,AUSTRIA,RUSSIA,"Russia, I'll be moving my army to Galicia this turn. I hope we can keep communication open as we navigate our positions."
94,S1901M,4,AUSTRIA,GLOBAL,Looking forward to seeing how everyone moves this Spring! Let’s keep the lines of communication open as we head into the season.
95,S1901M,4,GERMANY,AUSTRIA,"Hey Austria, I see you might be moving to Galicia. Just want to clarify that I'm not planning to contest that area. Let's keep our communications open!"
96,S1901M,4,GERMANY,ITALY,"Hi Italy, I see we’re both holding positions this turn. Let’s keep discussing future cooperation in the Mediterranean."
97,S1901M,4,GERMANY,ENGLAND,Great to hear you’ll support my move to DEN! I’m excited about our collaboration in the North.
98,S1901M,4,GERMANY,FRANCE,"Thanks for holding your positions, France! Let’s keep in touch as things develop in our regions."
99,S1901M,4,FRANCE,GERMANY,"Hi Germany, I'm planning to move my army from Marseilles to Spain this turn to expand my presence. Let’s keep in touch about our movements!"
100,S1901M,4,FRANCE,TURKEY,"Just letting you know, I’m moving my army towards Spain this turn. I think it will strengthen our position in the region."
101,S1901M,4,FRANCE,ITALY,Hi Italy! I plan to move my army to Spain this turn. I hope we can keep cooperating and maintaining stability together.
102,S1901M,4,FRANCE,ENGLAND,Hey England! I wanted to inform you that I'll be moving my army towards Spain. Let’s keep the lines open as we navigate this year!
103,S1901M,4,RUSSIA,TURKEY,Great to see we’re both on the same page with our moves to the Black Sea! This cooperation could be beneficial for both of us.
104,S1901M,4,RUSSIA,AUSTRIA,Just a heads up that I’m moving A WAR to GAL this turn. I hope we can maintain our friendly relationship.
105,S1901M,4,RUSSIA,FRANCE,I’m excited for our potential collaboration this year! Let’s keep the communication open as we move forward.
106,S1901M,4,RUSSIA,GERMANY,I’m looking forward to seeing your moves. Let’s keep our communication going as we navigate through this year.
0,F1901M,1,ENGLAND,GERMANY,I see you're moving towards Denmark. Let's keep in touch about our northern strategies.
1,F1901M,1,ENGLAND,FRANCE,How do you view our positions in the north? Any thoughts on possible cooperation?
2,F1901M,1,ENGLAND,TURKEY,I'm glad to see peace on your front. Do you foresee any areas we could work together in the future?
3,F1901M,1,ENGLAND,AUSTRIA,How are you feeling about the current situation? Any interest in discussing potential alliances?
4,F1901M,1,GERMANY,ENGLAND,I appreciate your support for my fleet's movement to Denmark. Let's keep coordinating our strategies in the north for mutual benefit.
5,F1901M,1,GERMANY,AUSTRIA,Good luck with your move to Galicia! I trust that our borders will remain peaceful as we both focus on our respective goals.
6,F1901M,1,GERMANY,FRANCE,It looks like we are both holding steady. I'm looking forward to seeing how our positions develop in the next phase.
7,F1901M,1,GERMANY,ITALY,How are you feeling about the current situation? Let's ensure our cooperation continues smoothly in the Mediterranean.
8,F1901M,1,TURKEY,AUSTRIA,It seems like we're both interested in maintaining peace. I hope to move into Bulgaria this turn. Perhaps we can support each other in future endeavors?
9,F1901M,1,TURKEY,RUSSIA,I'm pleased to see our plans aligning. Would you be open to discussing joint actions in the Black Sea or the Balkans moving forward?
10,F1901M,1,TURKEY,ENGLAND,Thank you for your message! I'm interested in finding ways we can collaborate in the future. What areas do you have in mind for potential cooperation?
11,F1901M,1,TURKEY,ITALY,"I appreciate your interest in coordination. I'm focused on the Balkans, especially Bulgaria, and I believe we can find mutual benefits here."
12,F1901M,1,FRANCE,ENGLAND,I appreciate your thoughts on cooperation in the north. I believe we should maintain our current positions to ensure stability. Let's keep each other informed about our movements.
13,F1901M,1,FRANCE,GERMANY,"I agree, holding steady seems wise for now. Let’s see how the next phases unfold. Any thoughts on our collective strategies?"
14,F1901M,1,FRANCE,ITALY,How do you view the situation in the Mediterranean? I believe we can work together for mutual benefit.
15,F1901M,1,FRANCE,TURKEY,It's good to see you holding your units. Are there any plans on your end that we should be aware of?
16,F1901M,1,AUSTRIA,TURKEY,Good luck with your move to Bulgaria! Let's keep our communication open as we navigate the region.
17,F1901M,1,AUSTRIA,GERMANY,Thanks for the support regarding Galicia. I hope we can both maintain peace along our borders.
18,F1901M,1,AUSTRIA,RUSSIA,It seems we may both have our eyes on Galicia. Perhaps we should discuss how to manage that area to avoid conflict?
19,F1901M,1,AUSTRIA,ENGLAND,I'm open to discussing potential alliances. What are your thoughts on the current dynamics?
20,F1901M,1,ITALY,GERMANY,I'm feeling good about our current collaboration in the Mediterranean. Let's keep the lines of communication open as we navigate the next steps.
21,F1901M,1,ITALY,TURKEY,Your focus on Bulgaria sounds promising. I'm here to support any efforts that strengthen our position in the Balkans.
22,F1901M,1,ITALY,FRANCE,"I see your move to Spain. Let’s ensure our intentions align, as cooperation could be beneficial for both of us."
23,F1901M,1,ITALY,GLOBAL,I am open to discussions and would like to maintain peace and stability as we all grow our positions. Let's collaborate.
24,F1901M,1,RUSSIA,TURKEY,I'm glad to see our plans aligning in the Black Sea. Let's continue to cooperate on this front. How do you see our next moves together?
25,F1901M,1,RUSSIA,AUSTRIA,I understand your interest in Galicia. Perhaps we can discuss a non-aggression pact to avoid conflict there while we both grow our positions?
26,F1901M,1,RUSSIA,ITALY,I appreciate your openness to collaboration. Let's keep communication open as we move forward together in this phase.
27,F1901M,1,RUSSIA,GLOBAL,"As we all grow our positions, I encourage everyone to keep lines of communication open to ensure stability."
28,F1901M,2,AUSTRIA,GERMANY,Thanks for the support! Let’s keep our borders peaceful as we both grow.
29,F1901M,2,AUSTRIA,TURKEY,I appreciate your move into Bulgaria. Let's keep communicating about our plans.
30,F1901M,2,AUSTRIA,RUSSIA,I'm open to discussing a non-aggression pact regarding Galicia. What do you think?
31,F1901M,2,AUSTRIA,ENGLAND,I’m interested in discussing potential alliances. How do you see our positions?
32,F1901M,2,TURKEY,AUSTRIA,I appreciate your support for my move to Bulgaria! Let's stay in touch about our future strategies.
33,F1901M,2,TURKEY,ITALY,Thanks for your willingness to cooperate! I see us both benefiting from our focus on the Balkans.
34,F1901M,2,TURKEY,RUSSIA,Looking forward to our continued cooperation in the Black Sea. Let’s keep our plans flexible.
35,F1901M,2,TURKEY,ENGLAND,I’m keen to explore possible cooperation. Are there specific areas where you think we can align our interests?
36,F1901M,2,ENGLAND,GERMANY,I hope our coordination in the North continues to benefit us both. How do you see the situation developing?
37,F1901M,2,ENGLAND,FRANCE,Let’s keep discussing our positions in the North. How do you feel about the potential for cooperation?
38,F1901M,2,ENGLAND,TURKEY,Great to hear you're interested in collaboration. Any specific areas you think we could focus on together?
39,F1901M,2,ENGLAND,AUSTRIA,I’d like to explore possible alliances further. What are your thoughts on the dynamics with Italy and Russia?
40,F1901M,2,RUSSIA,TURKEY,I'm planning to move my army from WAR to GAL. I believe it will benefit our cooperation in the Black Sea. What are your thoughts?
41,F1901M,2,RUSSIA,AUSTRIA,I intend to move to GAL with my army. I hope we can maintain a peaceful understanding about the region.
42,F1901M,2,RUSSIA,ITALY,I appreciate your willingness to maintain peace. Let’s ensure we continue to communicate openly as we both progress.
43,F1901M,2,RUSSIA,GLOBAL,"As we move into this phase, I encourage everyone to keep collaboration in mind to foster a stable environment."
44,F1901M,2,GERMANY,ENGLAND,Let's keep the northern strategies going strong. I plan to hold my positions this phase; how do you see your next moves?
45,F1901M,2,GERMANY,AUSTRIA,Great to see you moving into Galicia. Let's ensure we maintain our peaceful border.
46,F1901M,2,GERMANY,FRANCE,Holding steady seems wise. Do you have any updates on your plans?
47,F1901M,2,GERMANY,ITALY,How do you feel about the current status in the Mediterranean? Any thoughts on potential moves?
48,F1901M,2,ITALY,GERMANY,I'm feeling optimistic about our cooperation in the Mediterranean. Let's continue to keep our lines open for potential moves.
49,F1901M,2,ITALY,TURKEY,I'm here to support any efforts you might have in the Balkans. Let's coordinate our moves carefully.
50,F1901M,2,ITALY,FRANCE,I appreciate your interest in cooperation. Let's ensure our actions align as we move forward in the Mediterranean.
51,F1901M,2,ITALY,GLOBAL,I look forward to maintaining a stable and collaborative environment as we all work towards our goals.
52,F1901M,2,FRANCE,ENGLAND,I think maintaining our positions is wise for now. Let's keep communicating as the situation develops in the north.
53,F1901M,2,FRANCE,GERMANY,I'm pleased to hear you're also holding steady. Let's continue to monitor our positions and discuss any future strategies.
54,F1901M,2,FRANCE,ITALY,"I appreciate your openness to cooperation. Holding positions seems best for now, but let's stay in touch about potential moves."
55,F1901M,2,FRANCE,TURKEY,"It's good to see you holding firm. If there are any developments on your side, please keep me in the loop."
56,F1901M,3,TURKEY,AUSTRIA,"I'm moving to Rum with my army in Bulgaria, and I hope to strengthen our position in the Balkans together. Let's keep communicating about our plans."
57,F1901M,3,TURKEY,RUSSIA,I'm solidifying my position in the Balkans with a move to Rumania. How do you see our collaboration continuing into the next phase?
58,F1901M,3,TURKEY,ITALY,Just a quick update that I'm moving my army to Rumania. It would be great to coordinate our efforts in the region!
59,F1901M,3,TURKEY,ENGLAND,Thanks for your message! I'm making a move into Rumania. Let's keep discussing how we can work together in the future.
60,F1901M,3,FRANCE,ENGLAND,I appreciate our discussions about the north. Let's keep the lines of communication open as the situation develops.
61,F1901M,3,FRANCE,GERMANY,It's good to see our cooperation. Do you foresee any moves that might impact our relationship?
62,F1901M,3,FRANCE,ITALY,I am keen on ensuring our actions align in the Mediterranean. Let's keep discussing our intentions.
63,F1901M,3,FRANCE,TURKEY,Please keep me informed of any significant moves. It's important for us to maintain stability.
64,F1901M,3,RUSSIA,TURKEY,Looking forward to our continued collaboration. I plan to move my army to Galicia and maintain our control in the Black Sea. Let's keep our cooperation strong.
65,F1901M,3,RUSSIA,AUSTRIA,I am moving my army to Galicia as we discussed. I hope we can formalize our non-aggression pact soon to avoid any misunderstandings.
66,F1901M,3,RUSSIA,ITALY,I appreciate your commitment to peace. Let’s keep our lines open as we progress through this phase.
67,F1901M,3,RUSSIA,GLOBAL,"As we move forward, I encourage everyone to maintain open lines of communication to foster a stable environment."
68,F1901M,3,AUSTRIA,RUSSIA,I see you are moving to Galicia as discussed. Let’s formalize our non-aggression pact to ensure our interests align and avoid misunderstandings in the region.
69,F1901M,3,AUSTRIA,TURKEY,I appreciate our cooperation in the Balkans. Let’s keep each other informed about our movements to strengthen our position.
70,F1901M,3,AUSTRIA,GERMANY,Thanks for your support earlier! Just confirming our borders remain peaceful while I move to secure Galicia.
71,F1901M,3,AUSTRIA,ENGLAND,I'm open to further discussions about potential alliances. How do you see the current situation developing with Russia and Turkey?
72,F1901M,3,ENGLAND,GERMANY,I see you are holding your position. I plan to move F NTH towards Denmark for further support. How do you feel about our plans in the north?
73,F1901M,3,ENGLAND,FRANCE,Let’s keep our lines of communication open. I’m curious about your thoughts on the situation in the north. Any concerns?
74,F1901M,3,ENGLAND,TURKEY,Thanks for your continued interest in collaboration! I’m looking forward to discussing how we can align our interests in the future.
75,F1901M,3,ENGLAND,AUSTRIA,I’d like to further explore potential alliances. How do you view the current dynamics with Russia? Any suggestions for collaboration?
76,F1901M,3,ITALY,GERMANY,I appreciate our discussions on cooperation in the Mediterranean. How are you feeling about the next steps?
77,F1901M,3,ITALY,TURKEY,Your move towards Rumania is noted. Let’s coordinate closely as we progress in the Balkans.
78,F1901M,3,ITALY,FRANCE,I see your interest in the Mediterranean. Let's keep discussing how we can align our movements.
79,F1901M,3,ITALY,GLOBAL,I'm focused on maintaining peace and stability as we all navigate this phase. I'm here to collaborate.
80,F1901M,3,GERMANY,AUSTRIA,Looking forward to keeping our borders peaceful as you move into Galicia. Any updates on your strategy?
81,F1901M,3,GERMANY,ENGLAND,I'm planning to hold my positions this phase. Your movement towards Denmark sounds good—let's keep the communication flowing.
82,F1901M,3,GERMANY,FRANCE,Let's continue our cooperation. I hope your plans are going well as we stabilize our positions.
83,F1901M,3,GERMANY,ITALY,How are you feeling about the Mediterranean situation? I believe our current strategy is solid.
84,F1901M,4,ENGLAND,GERMANY,I plan to hold my positions this phase. Let's continue to coordinate in the North and ensure our mutual benefit.
85,F1901M,4,ENGLAND,FRANCE,I'm maintaining my positions as well. Let's keep each other informed about any developments.
86,F1901M,4,ENGLAND,TURKEY,I appreciate your interest in collaboration. Let's keep our discussions open for future cooperation.
87,F1901M,4,ENGLAND,AUSTRIA,I'm open to discussing our potential alliance further. What are your thoughts on how we can support each other?
88,F1901M,4,GERMANY,AUSTRIA,I hope your move to Galicia goes smoothly. Let's ensure we keep our borders peaceful.
89,F1901M,4,GERMANY,ENGLAND,Let's maintain our coordination in the North. I believe holding our positions is wise for now.
90,F1901M,4,GERMANY,FRANCE,I look forward to seeing how our positions develop. Let's stay in touch about our strategies.
91,F1901M,4,GERMANY,ITALY,I appreciate our cooperation in the Mediterranean. Let's keep our lines open for future discussions.
92,F1901M,4,FRANCE,ENGLAND,I appreciate our discussions about cooperation in the north. Let's stay in touch about our movements as I want to ensure stability.
93,F1901M,4,FRANCE,GERMANY,Looking forward to our ongoing cooperation. Let’s keep monitoring our positions closely.
94,F1901M,4,FRANCE,ITALY,I'm pleased with our communication regarding the Mediterranean. Let's continue discussing our intentions as we move forward.
95,F1901M,4,FRANCE,TURKEY,I hope you're maintaining your positions well. Let’s keep communicating about any significant moves that may arise.
96,F1901M,4,TURKEY,AUSTRIA,"I'm moving my army from Bulgaria to Rumania this turn. I appreciate your continued support, and let's keep coordinating our plans."
97,F1901M,4,TURKEY,RUSSIA,"Just a heads up, I'm moving my army from Bulgaria to Rumania. Let's stay aligned in the Black Sea region."
98,F1901M,4,TURKEY,ITALY,I am advancing to Rumania from Bulgaria this turn. Let's ensure we maintain coordination as we progress.
99,F1901M,4,TURKEY,ENGLAND,I'm making a move into Rumania this turn from Bulgaria. Looking forward to future cooperation!
100,F1901M,4,RUSSIA,AUSTRIA,I’m moving my army to Galicia as planned. Let’s ensure our non-aggression pact is finalized soon to avoid misunderstandings.
101,F1901M,4,RUSSIA,TURKEY,I’m supporting our efforts in the Black Sea with a fleet move there. Let's keep coordinating for our mutual benefit.
102,F1901M,4,RUSSIA,ITALY,Let’s keep communication open as we progress. I appreciate your commitment to stability.
103,F1901M,4,RUSSIA,GLOBAL,"As we move forward, I encourage everyone to maintain open lines of communication to foster a stable environment."
104,F1901M,4,AUSTRIA,RUSSIA,Let's finalize our non-aggression pact regarding Galicia to avoid any misunderstandings.
105,F1901M,4,AUSTRIA,TURKEY,I see your move to Rumania. I hope we can coordinate effectively in the Balkans. Let's keep communication open.
106,F1901M,4,AUSTRIA,ENGLAND,I'm looking forward to further discussions on our potential alliance. How do you see our positions evolving?
107,F1901M,4,AUSTRIA,GERMANY,Thanks for your continued support. I believe we can maintain a peaceful border as I move into Galicia.
108,F1901M,4,ITALY,GERMANY,I'm looking forward to our continued cooperation in the Mediterranean. Let's align our strategies for the upcoming phases.
109,F1901M,4,ITALY,TURKEY,"I see your move to Rumania. I hope it goes well for you, and I remain open to discussions on coordinating our efforts."
110,F1901M,4,ITALY,FRANCE,I appreciate your insights into the Mediterranean. Let's ensure our moves complement each other as we progress.
111,F1901M,4,ITALY,RUSSIA,Thanks for your support in maintaining peace. I'm keen to see how we can further our collaboration.
0,W1901A,1,FRANCE,GERMANY,"Hey Germany, how are you feeling about our plans for the coming years? I'm keen to keep our communication strong as we navigate this phase."
1,W1901A,1,FRANCE,ENGLAND,"Hi England, I noticed your fleet is heading into the North Sea. Just checking in on how we can ensure stability and cooperation between us."
2,W1901A,1,FRANCE,ITALY,"Hello Italy, I’m interested in discussing our positions in the Mediterranean. Let’s ensure we’re on the same page moving forward."
