,phase,round,sender,recipient,message
17,S1901M,1,RUSSIA,ENGLAND,Hello England! I'm curious about your thoughts on potential alliances. How do you see our relationship developing in the North?
18,S1901M,2,FRANCE,GERMANY,Great to hear you're open to the non-aggression pact! Let's keep the lines of communication open as we move forward. What areas do you think we should focus on to ensure mutual security?
19,S1901M,2,FRANCE,ENGLAND,I'm glad to hear your plans regarding the North Sea. Let's work together to keep an eye on Germany. I'm also considering how we can strengthen our relationship in the long run. Any thoughts?
20,S1901M,2,FRANCE,TURKEY,I'm interested in hearing more about your strategy for the opening moves. It could be beneficial for us to discuss our positions in relation to Russia and how we might collaborate.
21,S1901M,2,FRANCE,ITALY,Hello Italy! I look forward to seeing how your strategies unfold. Are you planning any movements in the upcoming phases? It would be great to align our interests if possible.
22,S1901M,2,GERMANY,FRANCE,I'm on board with the non-aggression pact! Let's keep the lines of communication open and work towards securing our borders. How about we touch base on our movements and see how we can support each other?
23,S1901M,2,GERMANY,ENGLAND,I appreciate your openness. I'm considering moving my units to strengthen our positions. Do you have any specific plans for your units? It might be beneficial for us to coordinate our efforts.
24,S1901M,2,ITALY,TURKEY,"I'm definitely open to collaborating in the Mediterranean! How do you see our interests aligning, and do you have any specific plans in mind?"
25,S1901M,2,ITALY,FRANCE,Hello France! I appreciate your outreach. I'm still formulating my strategy but would love to discuss potential alignments as we move forward.
26,S1901M,2,ENGLAND,FRANCE,I like the direction we're heading! I’ll be moving to NTH to keep an eye on things. Let’s keep coordinating our efforts.
27,S1901M,2,ENGLAND,GERMANY,I plan to move my fleet to NTH and also have a unit in WAL for some defense. I'm open to any suggestions on how we can work together.
28,S1901M,2,ENGLAND,TURKEY,I'm looking forward to collaborating as the game progresses. Let’s keep communication open as we make our moves.
29,S1901M,2,ENGLAND,RUSSIA,"I'm curious to hear your thoughts on potential alliances, especially with your position in the North. What are your plans?"
30,S1901M,2,TURKEY,RUSSIA,I believe moving F ANK to BLA will solidify our position in the Black Sea. What are your thoughts on this move?
31,S1901M,2,TURKEY,AUSTRIA,"I plan to move A CON to BUL, which could help us avoid conflict in the Balkans. Let's keep our lines of communication open."
32,S1901M,2,TURKEY,ITALY,I’m considering a move that could benefit our interests in the Mediterranean. Would you be open to discussing how we can coordinate our efforts?
33,S1901M,2,TURKEY,FRANCE,I’d like to ensure that we’re on the same page regarding our moves. Any thoughts on how we can work together?
34,S1901M,2,AUSTRIA,TURKEY,"Hey Turkey, I see your plan to move to BUL with A CON. I’ll move A BUD to RUM and A VIE to GAL. Let’s keep communication open as we navigate this phase!"
35,S1901M,2,RUSSIA,TURKEY,I like your idea of moving F ANK to BLA. I will be moving my F SEV there as well to support our interests. Let's work together to secure the Black Sea!
36,S1901M,2,RUSSIA,ENGLAND,"Regarding our potential alliance, I think there could be great value in discussing how we can balance our interests in the North. What are your thoughts on our next moves?"
37,S1901M,2,RUSSIA,ITALY,Looking forward to working with you all! What are your initial plans in the Mediterranean? I'd love to hear your strategies.
38,S1901M,2,RUSSIA,AUSTRIA,Hello! I'm interested in how you see the dynamics shaping up in the early game. Any thoughts on alliances?
39,S1901M,3,TURKEY,RUSSIA,Great to see we're aligned on the Black Sea! I'll be moving F ANK to BLA to solidify our position. Looking forward to working together!
40,S1901M,3,TURKEY,AUSTRIA,I'm moving A CON to BUL as we discussed. Let's keep communication open as we navigate the Balkans!
41,S1901M,3,TURKEY,ITALY,"As we coordinate in the Mediterranean, I plan to move A SMY to ARM. Let's keep our discussions going."
42,S1901M,3,TURKEY,FRANCE,I'm keen to hear your thoughts on our positions in relation to Russia. Let's ensure we are both well-positioned.
43,S1901M,3,GERMANY,FRANCE,"I'm keen to move forward with our non-aggression pact. My units will be positioned defensively, and I'm ready to coordinate further."
44,S1901M,3,GERMANY,ENGLAND,I see you plan to move to NTH. I'm considering moving KIE to DEN to ensure we have a solid presence there. What do you think?
45,S1901M,3,GERMANY,TURKEY,It's great to see your enthusiasm for the game! I'm looking forward to how our strategies unfold together.
46,S1901M,3,GERMANY,ITALY,Hello! I'm excited to see how our strategies will develop throughout the game. Best of luck!
47,S1901M,3,AUSTRIA,TURKEY,I’m moving A BUD to RUM and A VIE to GAL as planned. Let’s keep the communication open as we both advance our interests in the Balkans.
48,S1901M,3,AUSTRIA,RUSSIA,"Hey Russia, I see your interest in alliances. I’m looking to establish a strong foothold in the Balkans. How do you see our dynamics unfolding?"
49,S1901M,3,AUSTRIA,ITALY,"Hello Italy, I hope we can coordinate our movements effectively. Any thoughts on how we might work together in the early game?"
50,S1901M,3,AUSTRIA,GLOBAL,Excited to see how this game unfolds! Looking forward to some interesting alliances.
51,S1901M,3,FRANCE,TURKEY,Hi Turkey! I'm keen to discuss our positions further. Do you have any specific strategies in mind for our interactions with Russia?
52,S1901M,3,FRANCE,ENGLAND,"England, let's keep our communication open. I think our collaboration will be crucial. What are your next steps regarding Germany?"
53,S1901M,3,FRANCE,GERMANY,"Germany, I appreciate our discussions about mutual security. Let's ensure we stay coordinated in the coming turns."
54,S1901M,3,FRANCE,ITALY,"Italy, I’m looking forward to seeing your strategy unfold. If you have any movements in mind, let’s share thoughts on how we can align our interests."
55,S1901M,3,ENGLAND,FRANCE,I plan to move my fleet to NTH to keep an eye on Germany while holding my positions in EDI and LVP. Let's continue coordinating to ensure stability.
56,S1901M,3,ENGLAND,GERMANY,I'll be moving my fleet to NTH for better positioning. Let’s keep communication open to navigate any challenges.
57,S1901M,3,ENGLAND,RUSSIA,I’m looking to maintain a balanced approach in the North. I’d like to hear your thoughts on our next moves.
58,S1901M,3,ENGLAND,TURKEY,Excited to collaborate as the game progresses! What are your initial strategies?
59,S1901M,3,ITALY,TURKEY,Hey Turkey! I'm considering moving A VEN to APU to secure my position. Would you be open to coordinating further in the Mediterranean?
60,S1901M,3,ITALY,FRANCE,"France, I'm thinking about moving my units to strengthen my position. Are there any areas you'd like to discuss regarding our interests?"
61,S1901M,3,ITALY,AUSTRIA,"Austria, I'd like to hear your thoughts on how we can work together early on. Any specific plans on your end?"
62,S1901M,3,ITALY,RUSSIA,"Russia, it's great to see your enthusiasm. What are your initial thoughts on our strategies? Any interests in the Mediterranean from your side?"
63,S1901M,3,RUSSIA,TURKEY,I'm moving my F SEV to BLA to support our position there. Let's secure the Black Sea together!
64,S1901M,3,RUSSIA,ENGLAND,I appreciate your approach to balance in the North. I’m interested in discussing how we can avoid conflict there and perhaps collaborate. What are your thoughts?
65,S1901M,3,RUSSIA,AUSTRIA,I’d like to hear more about your plans in the Balkans. How do you see our interactions shaping up?
66,S1901M,3,RUSSIA,ITALY,I’m curious about your intentions in the Mediterranean. Any specific plans you're willing to share?
67,S1901M,4,ENGLAND,FRANCE,I'm moving my fleet to the North Sea to maintain our collaborative watch on Germany. Let's keep each other informed of our movements.
68,S1901M,4,ENGLAND,GERMANY,I'll be moving to the North Sea to ensure we can coordinate effectively. I look forward to discussing our strategies as the game progresses.
69,S1901M,4,ENGLAND,RUSSIA,I'd like to discuss potential collaboration to maintain peace in the North. What are your thoughts on our next moves?
70,S1901M,4,ENGLAND,TURKEY,Looking forward to a fruitful collaboration! Let’s keep communication open as we progress.
71,S1901M,4,TURKEY,RUSSIA,Great to see our alignment on the Black Sea! I'm moving F ANK to BLA to solidify our position.
72,S1901M,4,TURKEY,AUSTRIA,I'll be moving A CON to BUL as we discussed. Let's keep the communication open as we navigate the Balkans!
73,S1901M,4,TURKEY,ITALY,I plan to move A SMY to ARM. Let's continue our discussions on how we can coordinate our efforts in the Mediterranean.
74,S1901M,4,TURKEY,FRANCE,I'm keen to hear your thoughts on our positions in relation to Russia. Let's ensure we are both well-positioned.
75,S1901M,4,AUSTRIA,TURKEY,Let's keep the lines of communication open as we both advance our interests. I'm moving A BUD to RUM and A VIE to GAL as we discussed.
76,S1901M,4,AUSTRIA,RUSSIA,I'm planning to move A BUD to RUM and A VIE to GAL. I'm open to discussing potential alliances and how we can support each other's interests.
77,S1901M,4,AUSTRIA,ITALY,I plan to move A BUD to RUM and A VIE to GAL. Let’s coordinate our movements effectively and discuss how we can work together.
78,S1901M,4,AUSTRIA,GLOBAL,Looking forward to seeing how this game unfolds! I’m excited about the opportunities for alliances and strategy.
79,S1901M,4,GERMANY,FRANCE,I'm ready to proceed with the non-aggression pact and will be moving to ensure our borders are secure. Looking forward to working together!
80,S1901M,4,GERMANY,ENGLAND,I plan to move F KIE to DEN this turn. Let's keep coordinating our strategies and ensure we maintain a strong presence in the North Sea.
81,S1901M,4,GERMANY,TURKEY,Looking forward to seeing how our strategies develop together! Let’s keep the lines of communication open.
82,S1901M,4,GERMANY,ITALY,Best of luck in the game! Let’s see how our strategies unfold.
83,S1901M,4,ITALY,TURKEY,Hey Turkey! I'm planning to move A VEN to APU to strengthen my position. Let's continue to discuss our coordination in the Mediterranean.
84,S1901M,4,ITALY,AUSTRIA,"Austria, I'm considering moving A VEN to APU. How do you feel about our early game collaboration?"
85,S1901M,4,ITALY,FRANCE,"France, I hope we can align our interests in the Mediterranean. I’m planning to move my unit to APU. Let’s keep the dialogue open."
86,S1901M,4,FRANCE,TURKEY,"I appreciate your eagerness to collaborate. I'm currently focusing on solidifying my relationships with Germany and England, but I'm open to discussing strategies that benefit us both against potential threats from Russia. Let's keep the lines of communication open!"
87,S1901M,4,FRANCE,ENGLAND,I'm glad we're on the same page regarding our movements. Let's continue coordinating our efforts and maintain our non-aggression stance towards Germany. I look forward to seeing how our relationship develops!
88,S1901M,4,FRANCE,GERMANY,Thanks for confirming the non-aggression pact. I'm looking forward to working together in the west. Let's touch base after this phase to align our future movements.
89,S1901M,4,FRANCE,ITALY,"I'm excited to see how your strategies unfold. If there's anything specific you want to discuss about our positions, I'm here to talk."
90,S1901M,4,RUSSIA,TURKEY,I'm moving F SEV to BLA to support our interests. Let's keep our cooperation strong!
91,S1901M,4,RUSSIA,ENGLAND,Looking forward to collaborating in the North. I'll be moving my units with a focus on stability.
92,S1901M,4,RUSSIA,AUSTRIA,I see you're making moves in the Balkans. Let's keep communication open as we navigate this early game.
0,F1901M,1,GERMANY,ENGLAND,Hey there! I hope our non-aggression pact is still solid. Just wanted to check in on your plans for the North Sea. I’m thinking of moving my army to Kiel to bolster our position there. Let’s coordinate and keep our borders secure!
1,F1901M,1,GERMANY,FRANCE,Bonjour! I'm looking forward to our continued cooperation. I plan on holding my units for now but would love to hear your thoughts on the next moves for us. Let’s keep working together!
2,F1901M,1,GERMANY,AUSTRIA,Hello! I'm curious about your intentions in the region. Would you be open to discussing potential alliances? I believe we could benefit from some coordination.
3,F1901M,1,GERMANY,ITALY,"Hi! Just checking in to see how you’re feeling about our positions in the Mediterranean. I’m looking to keep things peaceful, and I'd love to hear your thoughts!"
4,F1901M,1,TURKEY,RUSSIA,"I'm looking forward to our cooperation in the Black Sea. Just to confirm, I'll be moving my fleet from ANK to BLA. Let's keep the lines open!"
5,F1901M,1,TURKEY,AUSTRIA,"I intend to keep things peaceful between us, moving A CON to BUL. I hope we can work together to avoid conflict in the region."
6,F1901M,1,TURKEY,ITALY,"Hope you’re doing well! Just wanted to keep you in the loop that I'm focusing on the Balkans, but I'm open to discussing Mediterranean strategies."
7,F1901M,1,TURKEY,FRANCE,I appreciate the conversation we've had about strategy. I'm solidifying my position in the Balkans with my move to BUL. Let's continue to communicate our plans.
8,F1901M,1,ENGLAND,GERMANY,Hey! Just wanted to confirm our coordination in the North. I see you're moving to Kiel; I’ll keep F NTH positioned to either support that or watch over BEL. Let’s stay in touch!
9,F1901M,1,ENGLAND,FRANCE,"Looking forward to our cooperation! If you have any thoughts about moving in the North Sea or need my support, let me know. I believe we can effectively coordinate our movements."
10,F1901M,1,ENGLAND,RUSSIA,Hi there! Just checking in on your plans. Any intentions in the North? I'm keeping an eye on the situation and would like to ensure we avoid any misunderstandings.
11,F1901M,1,ENGLAND,TURKEY,"Hope all is well! Just wanted to maintain communication as we navigate our moves. If there's anything specific you're considering in the next phase, feel free to share."
12,F1901M,1,AUSTRIA,TURKEY,Great to see your plans to move to Bulgaria. Let's continue to support each other in the Balkans. I will be moving A RUM there as well.
13,F1901M,1,AUSTRIA,GERMANY,"I'm open to discussing alliances. My focus is on the Balkans, but I see potential for collaboration. Let’s keep in touch about our movements."
14,F1901M,1,AUSTRIA,ITALY,I noticed your plans to move to APU. Just checking in to see if we can coordinate our movements to avoid any misunderstandings.
15,F1901M,1,AUSTRIA,RUSSIA,"I want to keep our lines of communication open. I'm aware of your movements in the region, and I hope we can both find a peaceful way forward."
16,F1901M,1,FRANCE,GERMANY,Bonjour! Looking forward to our cooperation. How do you see our movements aligning for the next turn?
17,F1901M,1,FRANCE,TURKEY,I see you're solidifying your position in the Balkans. Do you think we could benefit from aligning our interests?
18,F1901M,1,FRANCE,ENGLAND,I appreciate your openness to coordinate in the North Sea. I'm planning to move to ENG this turn. What are your plans?
19,F1901M,1,FRANCE,ITALY,Hope all is well! Just checking in to see how things are developing in the Mediterranean. Any thoughts?
20,F1901M,1,RUSSIA,TURKEY,Looking forward to continuing our cooperation in the Black Sea. Let's keep communicating as we solidify our positions.
21,F1901M,1,RUSSIA,ENGLAND,I appreciate your caution. I plan to hold my position in the North for now. Let's ensure we maintain balance.
22,F1901M,1,RUSSIA,AUSTRIA,I'm glad to keep our lines of communication open. I'm observing your movements and hope we can navigate the situation peacefully.
23,F1901M,1,ITALY,TURKEY,Hey Turkey! Just confirming my move to APU this turn. I'm looking forward to seeing how our plans in the Mediterranean shape up. Let’s keep in touch about our next steps!
24,F1901M,1,ITALY,AUSTRIA,Hi Austria! I’m planning to move APU this turn. I hope this doesn’t conflict with your moves. Let’s ensure we’re coordinated to avoid any misunderstandings.
25,F1901M,1,ITALY,FRANCE,Hi France! I’m making a move to APU this turn. I’d love to hear your thoughts on the situation in the Mediterranean and if there's any way we can collaborate.
26,F1901M,1,ITALY,GERMANY,Hey Germany! I appreciate your approach towards peace in the Mediterranean. How do you see the current movements playing out? Any thoughts on potential alliances?
27,F1901M,2,FRANCE,GERMANY,Hello again! How do you see our positions developing? I'm considering moving my army from Marseille to Gascony for better positioning.
28,F1901M,2,FRANCE,TURKEY,I hope everything is going well on your end. I'm keen to see how our discussions on the Balkans evolve.
29,F1901M,2,FRANCE,ENGLAND,"Just checking in! Any updates on your plans for the North? I'm holding in Brest for now, but I'm ready to coordinate if needed."
30,F1901M,2,FRANCE,ITALY,Hi! I see you're moving to APU. I’d love to discuss how our interests align in the Mediterranean further.
31,F1901M,2,RUSSIA,TURKEY,Excited for our continued collaboration in the Black Sea! I'm planning to move my fleet to support our position there. Let's keep our communication strong.
32,F1901M,2,RUSSIA,ENGLAND,"Just a heads up, I'm planning to move to Galicia with my army. I hope this reassures you of my intentions in the North as we navigate our alliance."
33,F1901M,2,RUSSIA,AUSTRIA,I appreciate your openness. I’m considering a movement to Galicia to strengthen my position. Let’s keep discussing how we can maintain peace in the region.
34,F1901M,2,RUSSIA,GLOBAL,Looking forward to this fall phase! Hoping for smooth movements from everyone as we all work towards our goals.
35,F1901M,2,GERMANY,ENGLAND,Hey! Just confirming my move to the North Sea from Denmark. Let’s ensure we have each other's backs in case of any surprises!
36,F1901M,2,GERMANY,FRANCE,I’m holding my positions in Berlin and Munich for now. I’ll be moving my fleet to the North Sea; what are your thoughts on our coordination moving forward?
37,F1901M,2,GERMANY,AUSTRIA,Thanks for being open to an alliance! I’m interested in keeping communication open as we both navigate our strategies.
38,F1901M,2,GERMANY,ITALY,I appreciate the peaceful vibes! Let’s keep discussing our positions in the Mediterranean to ensure a strong cooperation.
39,F1901M,2,ITALY,TURKEY,"Hey Turkey, just supporting APU with my army in Rome. Looking forward to seeing how our collaboration shapes up!"
40,F1901M,2,ITALY,AUSTRIA,Hi Austria! Just wanted to confirm that I'm supporting APU with my army in Rome. Let's keep in touch.
41,F1901M,2,ITALY,FRANCE,"Hi France, I'm supporting APU with my army in Rome this turn. Would love to discuss our future cooperation in the Mediterranean!"
42,F1901M,2,ITALY,GERMANY,"Hey Germany, I'm supporting APU from Rome. Let's keep the lines open and ensure we maintain a strong front in the Mediterranean!"
43,F1901M,2,ENGLAND,FRANCE,Just confirming that I plan to support your move to ENG with F NTH. Let's keep our coordination tight!
44,F1901M,2,ENGLAND,GERMANY,I appreciate our coordination in the North. I plan to move F NTH to ENG and A LVP to WAL. Let's stay in touch about any developments!
45,F1901M,2,ENGLAND,RUSSIA,Thanks for your reassurance. I'm keeping an eye on the North and will remain transparent about my moves. Let’s keep the communication open.
46,F1901M,2,ENGLAND,TURKEY,I hope your plans are shaping up well! I'm focusing on the North for now. Let’s keep in touch as the situation develops.
47,F1901M,2,AUSTRIA,TURKEY,"I appreciate your move to BUL, and I'm excited for our potential cooperation in the Balkans. Let's keep our lines open as we move forward."
48,F1901M,2,AUSTRIA,ITALY,Hey! I’m planning to hold my units this turn. Let’s keep coordinating to ensure we both progress without conflict.
49,F1901M,2,AUSTRIA,GERMANY,Thanks for your interest in an alliance! I believe we could work well together. I'm holding my positions this turn; let’s keep communicating about our movements.
50,F1901M,2,AUSTRIA,RUSSIA,I want to maintain our peaceful dialogue as we both navigate this phase. I'm holding my positions this turn; let’s see how we can avoid conflict in the Balkans.
51,F1901M,2,TURKEY,RUSSIA,Just confirming our cooperation in the Black Sea. I'm holding my fleet in Ankara while solidifying my position in the Balkans. Looking forward to our continued collaboration!
52,F1901M,2,TURKEY,AUSTRIA,I'll be moving A BUL to GRE this turn. I hope this move aligns with our discussions and strengthens our position in the region.
53,F1901M,2,TURKEY,ITALY,I noticed your move to APU. Just wanted to check in and see how you view the Mediterranean situation shaping up.
54,F1901M,2,TURKEY,FRANCE,I'm focusing on securing my position in the Balkans this turn while maintaining communication about our strategies.
55,F1901M,3,FRANCE,GERMANY,"Hey Germany, I see you're moving to the North Sea. Do you anticipate any tensions there? Let's keep communicating to avoid misunderstandings."
56,F1901M,3,FRANCE,TURKEY,"Hi Turkey, I’m curious how your plans in the Balkans are developing. Any thoughts on future collaborations?"
57,F1901M,3,FRANCE,ENGLAND,Thanks for the support in the North Sea! I'm planning to move F BRE to ENG this turn. How do you see our coordination developing?
58,F1901M,3,FRANCE,ITALY,I’d love to hear your thoughts on our Mediterranean strategy. How do you plan to deal with potential tensions in the region?
59,F1901M,3,GERMANY,ENGLAND,Hey! Just confirming my move to the North Sea. Let's ensure we stay coordinated and cover each other. Looking forward to your next moves!
60,F1901M,3,GERMANY,FRANCE,I’m holding in Berlin and Munich while moving my fleet to the North Sea. How are your plans shaping up for the next phase?
61,F1901M,3,GERMANY,AUSTRIA,Thanks for being open to collaboration! Just checking in to see if you have any thoughts on our future interactions.
62,F1901M,3,GERMANY,ITALY,I'm keen on keeping our communication strong! Any updates from your side about movements in the Mediterranean?
63,F1901M,3,RUSSIA,TURKEY,Excited for our cooperation! Just confirming that I'll be supporting your move to BLA from ANK. Let's keep up the communication!
64,F1901M,3,RUSSIA,ENGLAND,"Just checking in. I'm planning to move to Galicia to strengthen my position, and I'll be holding in St. Petersburg. Let’s keep our alliance strong!"
65,F1901M,3,RUSSIA,AUSTRIA,I'm planning to move to Galicia this turn. I hope we can maintain our peaceful dialogue while I strengthen my position.
66,F1901M,3,RUSSIA,GLOBAL,Looking forward to a productive fall phase! I hope everyone finds success in their movements.
67,F1901M,3,ITALY,TURKEY,"Hey Turkey, I'm moving my army from APU to VEN this turn. How do you see our collaboration in the Mediterranean evolving?"
68,F1901M,3,ITALY,AUSTRIA,Hi Austria! Just confirming my move from APU to VEN. Let’s keep coordinating to ensure we maintain a good relationship.
69,F1901M,3,ITALY,FRANCE,"Hi France, I'm moving to VEN this turn. I'd love to discuss how our plans align in the Mediterranean!"
70,F1901M,3,ITALY,GERMANY,Hey Germany! Just a quick update that I'm moving from APU to VEN. Looking forward to keeping communication open.
71,F1901M,3,AUSTRIA,TURKEY,I'm moving A RUM to BUL to support your move to GRE. Let's solidify our cooperation.
72,F1901M,3,AUSTRIA,ITALY,Just confirming my moves to ensure we're still aligned. I believe everything should go smoothly.
73,F1901M,3,AUSTRIA,GERMANY,I appreciate your interest in alliances. I'm planning to reinforce my position in the Balkans this turn.
74,F1901M,3,AUSTRIA,RUSSIA,I see you moving to GAL. I hope this doesn't complicate our peaceful discussions.
75,F1901M,3,TURKEY,RUSSIA,"Excited to move forward with our cooperation! Just confirming my move from ANK to BLA, looking forward to securing our position together."
76,F1901M,3,TURKEY,AUSTRIA,"I'll be moving A BUL to GRE this turn, as discussed. Let’s keep up our cooperative efforts in the Balkans."
77,F1901M,3,TURKEY,ITALY,Just a heads up that I'm securing my position in the Balkans while we keep communication open about our Mediterranean strategies.
78,F1901M,3,TURKEY,FRANCE,"Maintaining my position in the Balkans this turn, I believe communication will be key for our strategies moving forward."
79,F1901M,3,ENGLAND,GERMANY,Hey! I'm looking to support our positions in the North. I’ll move F NTH to support France's move to ENG. Let’s keep our coordination tight!
80,F1901M,3,ENGLAND,FRANCE,Just confirming my support for your move to ENG. Let's make sure we keep communication open as we move forward!
81,F1901M,3,ENGLAND,RUSSIA,"I appreciate your cautious approach. Just a heads up, I'm planning to support France's move to ENG this turn. Let’s keep our alliance strong."
82,F1901M,3,ENGLAND,TURKEY,Hope all is well! Just keeping you updated that I'm focused on the North for now. Let's stay in touch as we see how things develop.
83,F1901M,4,TURKEY,AUSTRIA,I'm moving A BUL to GRE as we discussed. Let's keep working together to solidify our position in the Balkans.
84,F1901M,4,TURKEY,RUSSIA,I'll be moving A ARM to BLA to strengthen our joint position in the Black Sea. Looking forward to our continued collaboration!
85,F1901M,4,TURKEY,ITALY,Just wanted to inform you that I'm securing my position in the Balkans this turn. Let's stay in touch about the Mediterranean situation!
86,F1901M,4,TURKEY,FRANCE,"As we discussed, I'm focusing on securing my position in the Balkans. I believe our communication will be key moving forward."
87,F1901M,4,ENGLAND,FRANCE,Just confirming that I'm supporting your move to ENG with F NTH. Looking forward to solidifying our position in the North!
88,F1901M,4,ENGLAND,GERMANY,Let’s stay coordinated! I’m holding F LON and supporting France's move to ENG with F NTH while moving A LVP to WAL.
89,F1901M,4,ENGLAND,RUSSIA,Thanks for keeping me in the loop! I'm focused on supporting my allies in the North for now. Let’s ensure we keep the lines open.
90,F1901M,4,ENGLAND,TURKEY,Hope you're doing well! Just wanted to keep you updated that I'm focused on the North at the moment. Let’s keep in touch!
91,F1901M,4,FRANCE,GERMANY,"Hey Germany, just a heads up that I'll be moving F BRE to ENG and positioning A MAR in BUR. Let's keep coordinating our plans!"
92,F1901M,4,FRANCE,ENGLAND,Thanks for the support in ENG! I plan to move F BRE there and will maintain A MAR in BUR for now. Looking forward to our collaboration.
93,F1901M,4,FRANCE,TURKEY,How do you feel about our positions in the Balkans? I'm interested in ensuring we both benefit as we move forward.
94,F1901M,4,FRANCE,ITALY,I see you're moving to VEN. Let's discuss how we can support each other in the Mediterranean!
95,F1901M,4,ITALY,TURKEY,"Hey Turkey, I'm moving APU to VEN this turn. Let's keep discussing our collaboration in the Mediterranean as things progress!"
96,F1901M,4,ITALY,AUSTRIA,Hi Austria! Just confirming my move from APU to VEN. Looking forward to maintaining our good relationship.
97,F1901M,4,ITALY,FRANCE,Hi France! I'm moving to VEN this turn. I believe we can align our strategies in the Mediterranean effectively.
98,F1901M,4,ITALY,GERMANY,"Hey Germany, just a heads up that I'm moving from APU to VEN. Let's keep the lines open as we navigate the Mediterranean."
99,F1901M,4,GERMANY,ENGLAND,Hey! Just wanted to confirm my move of F DEN to NTH to support our position in the North Sea. I’m holding A BER and A MUN for now. Let's keep our coordination tight!
100,F1901M,4,GERMANY,FRANCE,I'm holding my positions in Berlin and Munich while moving my fleet to the North Sea. Let's keep discussing our strategies to ensure mutual benefit!
101,F1901M,4,GERMANY,AUSTRIA,Thanks for the cooperation! I’m holding my positions for now. Let's keep communicating about our movements as we navigate our strategies.
102,F1901M,4,GERMANY,ITALY,"Just a heads up, I’m holding my positions in the north. Let’s ensure our communication stays strong as we continue to work together."
103,F1901M,4,RUSSIA,TURKEY,I'm confirming my move to GAL and supporting your position in the Black Sea. Let's keep coordinating our efforts!
104,F1901M,4,RUSSIA,ENGLAND,"Just to let you know, I'm moving to GAL while holding in STP. I appreciate your transparency and will keep you updated."
105,F1901M,4,RUSSIA,AUSTRIA,"I'm moving to GAL, and I hope we can maintain our peaceful dialogue despite this. Let’s ensure we avoid any conflict."
106,F1901M,4,RUSSIA,GLOBAL,Good luck to everyone in this phase! Looking forward to seeing how our strategies unfold.
107,F1901M,4,AUSTRIA,TURKEY,I'm moving A RUM to BUL to support your move to GRE. Let's make sure we both secure our positions.
108,F1901M,4,AUSTRIA,ITALY,I see you're moving to VEN. I hope this aligns with our previous discussions. Let’s continue coordinating.
109,F1901M,4,AUSTRIA,RUSSIA,I acknowledge your move to GAL. I hope we can maintain our peaceful dialogue despite this shift.
110,F1901M,4,AUSTRIA,GERMANY,Thanks for your interest in an alliance! I am supporting Turkey's position in the Balkans this turn.
0,W1901A,1,RUSSIA,TURKEY,"Great to see our collaboration moving forward! Just a heads-up, I plan to disband my fleet in the Black Sea this turn to accumulate more Welfare Points. I hope this won't affect our plans too much."
