,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
5,S1902M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
6,S1902M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F TUN - ION'],[],[],,
0,S1902R,TURKEY,1,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1902M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL', 'F NWY - SWE']",[],[],,
1,F1902M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,F1902M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
3,F1902M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,F1902M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
5,F1902M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1902M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
0,W1902A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1902A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1902A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1902A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1902A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1902A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1902A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1903M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F NTH - DEN'],[],[],,
1,S1903M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
2,S1903M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,S1903M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A VIE - TYR', 'F GRE - ION']",[],[],,
4,S1903M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1903M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,S1903M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
0,F1903M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
1,F1903M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A VIE - TYR'],[],[],,
2,F1903M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,F1903M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F DEN S F NWY - SWE', 'F NWY - SWE']",[],[],,
4,F1903M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1903M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1903M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A HOL - BEL', 'F SWE - BAL']",[],[],,
0,F1903R,GERMANY,1,NoPressAgent(key=31),Orders from no-press baseline policy.,['F SWE R SKA'],[],[],,
0,W1903A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1903A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1903A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1903A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1903A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1903A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F EDI B', 'F LON B']",[],[],,
6,W1903A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1904M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F DEN S F SWE - SKA', 'F EDI - NWG', 'F LON - NTH', 'F SWE - SKA']",[],[],,
1,S1904M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,S1904M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,S1904M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
4,S1904M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1904M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
6,S1904M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F SKA - NWY'],[],[],,
0,F1904M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
1,F1904M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,F1904M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
3,F1904M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,F1904M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1904M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL', 'F NWG - NWY', 'F SKA - SWE', 'F DEN S F SKA - SWE']",[],[],,
6,F1904M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,W1904A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1904A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1904A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1904A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A WAL D'],[],[],,
4,W1904A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1904A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1904A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1905M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,S1905M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,S1905M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
3,S1905M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,S1905M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1905M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG - MAO', 'F NTH S F NWG - NWY', 'F NWG - NWY', 'F SWE S F NWG - NWY']",[],[],,
6,S1905M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
0,S1905R,GERMANY,1,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1905M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,F1905M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
2,F1905M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,F1905M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
4,F1905M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1905M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1905M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F NTH - HOL'],[],[],,
0,W1905A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1905A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1905A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F LVP B'],[],[],,
0,S1906M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
1,S1906M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO - IRI', 'A BEL - PIC', 'A SPA - GAS']",[],[],,
2,S1906M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,S1906M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,S1906M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG S F LVP - IRI', 'F NTH - HOL', 'F DEN S F SWE - BAL', 'F LVP - IRI', 'F SWE - BAL']",[],[],,
5,S1906M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,S1906M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1906R,RUSSIA,1,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1906M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,F1906M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
2,F1906M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG S F IRI - MAO', 'F IRI - MAO', 'F NTH - HOL']",[],[],,
3,F1906M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,F1906M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1906M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1906M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1906R,FRANCE,1,NoPressAgent(key=31),Orders from no-press baseline policy.,['F MAO R POR'],[],[],,
0,W1906A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1906A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1906A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1906A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1906A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1906A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1907M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,S1907M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG - MAO', 'F MAO - SPA/SC', 'F NTH - HOL']",[],[],,
2,S1907M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,S1907M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,S1907M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1907M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
6,S1907M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A GAS - SPA', 'A BEL - PIC', 'F POR - MAO']",[],[],,
0,F1907M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,F1907M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,F1907M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,F1907M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,F1907M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1907M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG S F NTH - BEL', 'F MAO - SPA/SC', 'F NTH - BEL']",[],[],,
6,F1907M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A GAS - SPA', 'A PIC - BEL', 'F POR - MAO']",[],[],,
0,W1907A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1907A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F LON B'],[],[],,
2,W1907A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1907A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1907A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1907A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1907A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG - MAO', 'F MAO - SPA/SC', 'F BEL - HOL', 'F LON - NTH']",[],[],,
1,S1908M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,S1908M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A GAS - SPA', 'A PIC - BUR', 'F POR - MAO']",[],[],,
3,S1908M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
4,S1908M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1908M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,S1908M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1908M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,F1908M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO - SPA/SC', 'F NTH - HOL', 'F BEL S F NTH - HOL']",[],[],,
2,F1908M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,F1908M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,F1908M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1908M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1908M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A BUR - BEL', 'F POR - MAO']",[],[],,
0,W1908A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1908A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F LVP B'],[],[],,
2,W1908A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1908A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1909M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,S1909M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO S A GAS - SPA', 'A GAS - SPA']",[],[],,
2,S1909M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
3,S1909M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,S1909M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1909M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,S1909M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ENG - MAO', 'F NTH - HOL', 'F BEL S F NTH - HOL', 'F LVP - IRI', 'F SPA/SC S F ENG - MAO']",[],[],,
0,S1909R,GERMANY,1,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1909M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F IRI - MAO'],[],[],,
1,F1909M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,F1909M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
3,F1909M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO - POR', 'A GAS - SPA']",[],[],,
4,F1909M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1909M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,F1909M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,W1909A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,['A LON B'],[],[],,
1,W1909A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1909A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,S1910M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO S F SPA/SC - POR', 'F SPA/SC - POR']",[],[],,
2,S1910M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A GAS S F POR - SPA/SC', 'F POR - SPA/SC']",[],[],,
3,S1910M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,S1910M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,S1910M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TYR']",[],[],,
6,S1910M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,F1910M,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,F1910M,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,F1910M,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,F1910M,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['A GAS - SPA', 'F POR S A GAS - SPA']",[],[],,
4,F1910M,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,F1910M,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,"['F MAO - POR', 'F SPA/SC S F MAO - POR']",[],[],,
6,F1910M,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
0,W1910A,TURKEY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,FRANCE,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,RUSSIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
3,W1910A,GERMANY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,AUSTRIA,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
5,W1910A,ENGLAND,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
6,W1910A,ITALY,3,NoPressAgent(key=31),Orders from no-press baseline policy.,[],[],[],,
