,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
4,W1901A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A BER B', 'F KIE B']",[],[],,
5,W1901A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,['F NAP B'],[],[],,
6,W1901A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F BRE B', 'A PAR B']",[],[],,
0,S1902M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F NAP - TYS', 'A ROM - VEN', 'F TUN - WES', 'A VEN - PIE']",[],[],,
1,S1902M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A SIL - BER', 'A MOS S F SEV', 'F BAL - SWE', 'A NWY S F BAL - SWE', 'F SEV H']",[],[],,
2,S1902M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A MUN - SIL', 'A BER S A MUN - SIL', 'A HOL - BEL', 'F KIE - DEN', 'F SWE - BAL']",[],[],,
3,S1902M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F ENG C A WAL - PIC', 'F NTH S F ENG', 'A WAL - PIC VIA']",[],[],,
4,S1902M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A BUD - RUM', 'A SER S A BUD - RUM', 'A VIE - GAL', 'F GRE - AEG', 'A TRI - TYR']",[],[],,
5,S1902M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F BLA C A ARM - BUL', 'A ARM - BUL VIA', 'F SMY S F GRE - AEG', 'A BUL - GRE']",[],[],,
6,S1902M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A PAR - BUR', 'F MAO S F BRE - ENG', 'A BEL S A WAL - HOL', 'F BRE - ENG', 'A POR - SPA']",[],[],,
0,S1902R,RUSSIA,1,NoPressAgent(key=1),Orders from no-press baseline policy.,['A SIL R WAR'],[],[],,
1,S1902R,GERMANY,1,NoPressAgent(key=1),Orders from no-press baseline policy.,['F SWE R BOT'],[],[],,
0,F1902M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F ENG - BRE', 'F NTH S A PIC - BEL', 'A PIC - BEL']",[],[],,
1,F1902M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A BUR - PAR', 'F MAO S F BRE - ENG', 'A BEL - PIC', 'F BRE - ENG', 'A SPA H']",[],[],,
2,F1902M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A MOS - STP', 'A WAR - SIL', 'A NWY S F SWE', 'F SEV - RUM', 'F SWE S A NWY']",[],[],,
3,F1902M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A GAL - RUM', 'A TYR - TRI', 'A SER S A RUM - BUL', 'F AEG - CON', 'A RUM - BUL']",[],[],,
4,F1902M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F BLA - RUM', 'A GRE S A BUL - SER', 'F SMY - CON', 'A BUL - SER']",[],[],,
5,F1902M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A SIL - WAR', 'F BOT - STP/SC', 'A BER - MUN', 'F DEN - SWE', 'A HOL - BEL']",[],[],,
6,F1902M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F TYS - LYO', 'F WES H', 'A PIE - MAR', 'A VEN H']",[],[],,
0,F1902R,AUSTRIA,1,NoPressAgent(key=1),Orders from no-press baseline policy.,['A SER R BUD'],[],[],,
1,F1902R,ENGLAND,1,NoPressAgent(key=1),Orders from no-press baseline policy.,['F ENG D'],[],[],,
2,F1902R,FRANCE,1,NoPressAgent(key=1),Orders from no-press baseline policy.,['A BEL R BUR'],[],[],,
0,W1902A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A MOS D', 'A WAR D', 'F SWE D', 'A NWY D', 'F SEV D']",[],[],,
1,W1902A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F NTH D', 'A BEL D']",[],[],,
2,W1902A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['F LYO D', 'F WES D', 'A MAR D', 'A VEN D']",[],[],,
3,W1902A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A SER D', 'F BLA D', 'A GRE D', 'F SMY D']",[],[],,
4,W1902A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A SIL D', 'A MUN D', 'A HOL D', 'F BOT D', 'F DEN D']",[],[],,
5,W1902A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A GAL D', 'A BUD D', 'A TRI D', 'A BUL D', 'F AEG D']",[],[],,
6,W1902A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,"['A BUR D', 'A PAR D', 'A SPA D', 'F MAO D', 'F ENG D']",[],[],,
0,S1903M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1903M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1903M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1903M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1903M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1903M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1903M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1903M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1903M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1903M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1903M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1903M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1903M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1903M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1903A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1903A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1903A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1903A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1903A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1903A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1903A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1904M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1904M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1904M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1904M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1904M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1904M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1904M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1904M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1904M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1904M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1904M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1904M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1904M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1904M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1904A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1904A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1904A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1904A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1904A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1904A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1904A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1905M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1905M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1905M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1905M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1905M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1905M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1905M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1905M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1905M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1905M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1905M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1905M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1905M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1905M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1905A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1905A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1905A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1906M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1906M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1906M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1906M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1906M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1906M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1906M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1906M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1906M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1906M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1906M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1906M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1906M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1906M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1906A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1906A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1906A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1906A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1906A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1906A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1907M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1907M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1907M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1907M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1907M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1907M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1907M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1907M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1907M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1907M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1907M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1907M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1907M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1907M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1907A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1907A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1907A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1907A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1907A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1907A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1907A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1908M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1908M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1908M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1908M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1908M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1908M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1908M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1908M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1908M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1908M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1908M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1908M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1908M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1908A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1908A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1908A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1908A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1909M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1909M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1909M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1909M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1909M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1909M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1909M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1909M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1909M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1909M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1909M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1909M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1909M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1909M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1909A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1909A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1909A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,S1910M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,S1910M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,S1910M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,S1910M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,S1910M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,S1910M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,F1910M,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,F1910M,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,F1910M,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,F1910M,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,F1910M,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,F1910M,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,F1910M,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
0,W1910A,ENGLAND,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,ITALY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,FRANCE,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
3,W1910A,AUSTRIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,TURKEY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
5,W1910A,RUSSIA,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
6,W1910A,GERMANY,3,NoPressAgent(key=1),Orders from no-press baseline policy.,[],[],[],,
