,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
3,W1901A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1901A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1901A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1901A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A TRI B', 'A BUD B']",[],[],,
0,S1902M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A BEL - PIC', 'A POR - SPA']",[],[],,
1,S1902M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F NWY - SWE'],[],[],,
2,S1902M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A RUH - HOL', 'F DEN - SWE']",[],[],,
3,S1902M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F TUN - ION', 'A VEN - TYR']",[],[],,
4,S1902M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BOT - BAL', 'F SEV - RUM']",[],[],,
5,S1902M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A BUD - RUM', 'A SER - BUL', 'A VIE - TYR', 'F GRE S A SER - BUL', 'A TRI - SER']",[],[],,
6,S1902M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BLA C A ARM - RUM', 'A BUL S A ARM - RUM']",[],[],,
0,S1902R,TURKEY,1,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,F1902M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TRI']",[],[],,
1,F1902M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A BUD - RUM', 'A SER - BUL', 'A VIE - TRI', 'F GRE S A SER - BUL']",[],[],,
2,F1902M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
3,F1902M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F SEV - RUM'],[],[],,
4,F1902M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
5,F1902M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,F1902M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
0,W1902A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1902A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1902A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1902A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1902A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1902A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1902A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1903M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F SEV - RUM'],[],[],,
1,S1903M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,S1903M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,S1903M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A BUD - RUM', 'A SER S A BUD - RUM', 'A VIE - TYR', 'F GRE - ION']",[],[],,
4,S1903M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A VEN - TYR'],[],[],,
5,S1903M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,S1903M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F SWE - BAL'],[],[],,
0,F1903M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F SWE - BAL'],[],[],,
1,F1903M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F ION - GRE', 'A VEN - TRI']",[],[],,
2,F1903M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A SER - TRI', 'A VIE - TYR', 'F GRE - ION']",[],[],,
3,F1903M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - DEN', 'F SEV S A RUM']",[],[],,
4,F1903M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
5,F1903M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,F1903M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
0,W1903A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1903A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A VIE B', 'F TRI B']",[],[],,
2,W1903A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1903A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1903A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1903A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1903A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1904M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,S1904M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,S1904M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A TYR S A VIE - TRI', 'A SER - RUM', 'A VIE - TRI', 'F GRE - ION', 'A RUM - UKR', 'F TRI - ADR']",[],[],,
3,S1904M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - PIC'],[],[],,
4,S1904M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
5,S1904M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ION - ADR'],[],[],,
6,S1904M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F DEN - SWE', 'F SEV - RUM']",[],[],,
0,F1904M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F DEN - SWE', 'F SEV - RUM']",[],[],,
1,F1904M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,F1904M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - SWE', 'A HOL - BEL']",[],[],,
3,F1904M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
4,F1904M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A TYR - PIE', 'A SER - RUM', 'A VIE - GAL', 'F GRE - ION', 'F TRI - ADR']",[],[],,
5,F1904M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
6,F1904M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ION - GRE'],[],[],,
0,W1904A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1904A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1904A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1904A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1904A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1904A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1904A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1905M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
1,S1905M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F DEN - SWE', 'F SEV - RUM']",[],[],,
2,S1905M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,S1905M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,S1905M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
5,S1905M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A SER - TRI', 'F ADR - ION', 'F GRE S F ADR - ION']",[],[],,
6,S1905M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F ION - ADR', 'A VEN - TRI']",[],[],,
0,S1905R,ITALY,1,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ION R TYS'],[],[],,
0,F1905M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A VEN - TRI'],[],[],,
1,F1905M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,F1905M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,F1905M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
4,F1905M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
5,F1905M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
6,F1905M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A SER - TRI', 'F ION - TUN', 'F GRE - AEG']",[],[],,
0,W1905A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1905A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1905A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1906M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - PIC'],[],[],,
1,S1906M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,S1906M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F TYS - TUN', 'A VEN - TRI']",[],[],,
3,S1906M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A SER - TRI', 'A PIE - TYR', 'F TUN - TYS']",[],[],,
4,S1906M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
5,S1906M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
6,S1906M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,F1906M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
1,F1906M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
2,F1906M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['A SER - RUM', 'F TUN - TYS', 'A BUL S A SER - RUM']",[],[],,
3,F1906M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
4,F1906M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F TYS - TUN', 'A VEN - PIE']",[],[],,
5,F1906M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,F1906M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - SWE', 'A HOL - BEL']",[],[],,
0,F1906R,RUSSIA,1,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,W1906A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TRI B'],[],[],,
1,W1906A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1906A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1906A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1906A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1906A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1907M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F MAO - ENG', 'A PIC - BEL']",[],[],,
1,S1907M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
2,S1907M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
3,S1907M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
4,S1907M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
5,S1907M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,S1907M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TUN - TYS'],[],[],,
0,F1907M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
1,F1907M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,F1907M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
3,F1907M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,F1907M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,F1907M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - SWE', 'A HOL - BEL']",[],[],,
6,F1907M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
0,W1907A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1907A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1907A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1907A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1907A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1907A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1907A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TUN - TYS'],[],[],,
1,S1908M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
2,S1908M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,S1908M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
4,S1908M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,S1908M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - PIC'],[],[],,
6,S1908M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
0,F1908M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
1,F1908M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,F1908M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
3,F1908M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - SWE', 'A HOL - BEL']",[],[],,
4,F1908M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,F1908M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
6,F1908M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
0,W1908A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1908A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1908A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1908A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1909M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,S1909M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F MAO - ENG', 'A PIC - BEL']",[],[],,
2,S1909M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TUN - TYS'],[],[],,
3,S1909M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
4,S1909M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
5,S1909M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
6,S1909M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
0,F1909M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,F1909M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
2,F1909M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
3,F1909M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,F1909M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
5,F1909M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,F1909M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
0,W1909A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1909A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1909A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,S1910M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F BAL - SWE'],[],[],,
2,S1910M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
3,S1910M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TUN - TYS'],[],[],,
4,S1910M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,S1910M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A BEL - PIC'],[],[],,
6,S1910M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
0,F1910M,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,F1910M,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
2,F1910M,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
3,F1910M,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
4,F1910M,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,['F TYS - TUN'],[],[],,
5,F1910M,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,F1910M,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,"['F BAL - SWE', 'A HOL - BEL']",[],[],,
0,W1910A,AUSTRIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,TURKEY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,ITALY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
3,W1910A,FRANCE,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,GERMANY,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
5,W1910A,ENGLAND,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
6,W1910A,RUSSIA,3,NoPressAgent(key=30),Orders from no-press baseline policy.,[],[],[],,
