,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
0,S1902M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A MUN - SIL', 'A BER S A MUN - SIL', 'A HOL - BEL', 'F KIE - DEN', 'F SWE - BAL']",[],[],,
1,S1902M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F NAP - TYS', 'A ROM - VEN', 'F TUN - WES', 'A VEN - PIE']",[],[],,
2,S1902M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F BLA C A ARM - BUL', 'A ARM - BUL VIA', 'F SMY S F GRE - AEG', 'A BUL - GRE']",[],[],,
3,S1902M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD - RUM', 'A SER S A BUD - RUM', 'A VIE - GAL', 'F GRE - AEG', 'A TRI - TYR']",[],[],,
4,S1902M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A PAR - BUR', 'F MAO S F BRE - ENG', 'A BEL S A WAL - HOL', 'F BRE - ENG', 'A POR - SPA']",[],[],,
5,S1902M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SIL - BER', 'A MOS S F SEV', 'F BAL - SWE', 'A NWY S F BAL - SWE', 'F SEV H']",[],[],,
6,S1902M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F ENG C A WAL - PIC', 'F NTH S F ENG', 'A WAL - PIC VIA']",[],[],,
0,S1902R,GERMANY,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['F SWE R BOT'],[],[],,
1,S1902R,RUSSIA,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['A SIL R WAR'],[],[],,
0,F1902M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SIL - WAR', 'F BOT - STP/SC', 'A BER - MUN', 'F DEN - SWE', 'A HOL - BEL']",[],[],,
1,F1902M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A GAL - RUM', 'A TYR - TRI', 'A SER S A RUM - BUL', 'F AEG - CON', 'A RUM - BUL']",[],[],,
2,F1902M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F BLA - RUM', 'A GRE S A BUL - SER', 'F SMY - CON', 'A BUL - SER']",[],[],,
3,F1902M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F TYS - LYO', 'F WES H', 'A PIE - MAR', 'A VEN H']",[],[],,
4,F1902M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F ENG - BRE', 'F NTH S A PIC - BEL', 'A PIC - BEL']",[],[],,
5,F1902M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A MOS - STP', 'A WAR - SIL', 'A NWY S F SWE', 'F SEV - RUM', 'F SWE S A NWY']",[],[],,
6,F1902M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUR - PAR', 'F MAO S F BRE - ENG', 'A BEL - PIC', 'F BRE - ENG', 'A SPA H']",[],[],,
0,F1902R,AUSTRIA,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['A SER R BUD'],[],[],,
1,F1902R,FRANCE,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['A BEL R BUR'],[],[],,
2,F1902R,ENGLAND,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['F ENG D'],[],[],,
0,W1902A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F ROM B'],[],[],,
1,W1902A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A STP B'],[],[],,
2,W1902A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A CON B'],[],[],,
3,W1902A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A GAL D'],[],[],,
4,W1902A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A PAR D'],[],[],,
5,W1902A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F EDI B', 'F LON B']",[],[],,
6,W1902A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,S1903M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SER - RUM', 'F BLA S A SER - RUM', 'A CON - BUL', 'A GRE S A CON - BUL', 'F SMY - CON']",[],[],,
1,S1903M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F NTH - NWY', 'A BEL - PIC', 'F EDI - CLY', 'F LON - ENG']",[],[],,
2,S1903M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A MOS - UKR', 'A WAR - SIL', 'A NWY S F SWE', 'F SEV - RUM', 'F SWE S A NWY', 'A STP - FIN']",[],[],,
3,S1903M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD S A BUL - SER', 'F AEG - GRE', 'A TRI S A BUL - SER', 'A BUL - SER']",[],[],,
4,S1903M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SIL - WAR', 'A MUN - BUR', 'F BOT - SWE', 'F DEN S F BOT - SWE', 'A HOL - BEL']",[],[],,
5,S1903M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F LYO - SPA/SC', 'F WES S F LYO - SPA', 'A MAR S F LYO - SPA', 'F ROM - TYS', 'A VEN - TRI']",[],[],,
6,S1903M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUR - MAR', 'F ENG - MAO', 'F MAO - POR', 'A SPA - GAS']",[],[],,
0,S1903R,RUSSIA,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['F SWE R BAL'],[],[],,
0,F1903M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A UKR - RUM', 'A WAR - SIL', 'F BAL - KIE', 'A FIN - SWE', 'A NWY S A FIN - SWE', 'F SEV S A UKR - RUM']",[],[],,
1,F1903M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F ENG - BRE', 'F NTH - HOL', 'F CLY - NWG', 'A PIC - PAR']",[],[],,
2,F1903M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SIL - WAR', 'A MUN - KIE', 'A BEL - HOL', 'F DEN S F SWE', 'F SWE H']",[],[],,
3,F1903M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD S A SER', 'A SER S F AEG - GRE', 'F AEG - GRE', 'A TRI S A SER']",[],[],,
4,F1903M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F BLA - SEV', 'F CON - SMY', 'A GRE S A BUL - SER', 'A RUM S F BLA - SEV', 'A BUL - SER']",[],[],,
5,F1903M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F TYS - LYO', 'F WES S F SPA/SC', 'A MAR S F SPA/SC', 'A VEN - TRI', 'F SPA/SC S A MAR']",[],[],,
6,F1903M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUR - MAR', 'F MAO - SPA/SC', 'A GAS S A BUR - MAR', 'F POR S F MAO - SPA/NC']",[],[],,
0,F1903R,ITALY,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['A MAR R PIE'],[],[],,
0,W1903A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F EDI B'],[],[],,
1,W1903A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F SEV D'],[],[],,
2,W1903A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F BER B', 'F KIE B']",[],[],,
3,W1903A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,W1903A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,W1903A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F MAO D', 'A GAS D']",[],[],,
6,W1903A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F CON B'],[],[],,
0,S1904M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A UKR - SEV', 'A WAR - SIL', 'F BAL - SWE', 'A FIN S A NWY', 'A NWY S F BAL - SWE']",[],[],,
1,S1904M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SIL - WAR', 'A MUN - BUR', 'A BEL - PIC', 'F BER - BAL', 'F DEN S F BER - BAL', 'F KIE S F BER - BAL', 'F SWE - BOT']",[],[],,
2,S1904M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A PAR - GAS', 'F NTH S F NWG - NWY', 'F NWG - NWY', 'F BRE - MAO', 'F EDI - NWG']",[],[],,
3,S1904M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A MAR - SPA', 'F POR S A MAR - SPA']",[],[],,
4,S1904M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F BLA - SEV', 'F CON - AEG', 'A GRE - SER', 'A RUM - BUD', 'F SMY S F CON - AEG', 'A BUL S A GRE - SER']",[],[],,
5,S1904M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F LYO S A PIE - MAR', 'F WES - MAO', 'A PIE - MAR', 'A VEN H', 'F SPA/SC S F WES - MAO']",[],[],,
6,S1904M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD S A SER', 'A SER S F AEG - GRE', 'F AEG - GRE', 'A TRI S A BUD']",[],[],,
0,S1904R,AUSTRIA,1,NoPressAgent(key=23),Orders from no-press baseline policy.,['A SER R ALB'],[],[],,
0,F1904M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A UKR - SEV', 'A WAR - SIL', 'A FIN - STP', 'A NWY S F SWE', 'F SWE S A NWY']",[],[],,
1,F1904M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A SER - BUD', 'F AEG - GRE', 'F BLA - SEV', 'A RUM S A SER - BUD', 'F SMY - AEG', 'A BUL S F AEG - GRE']",[],[],,
2,F1904M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F NTH - HOL', 'F NWG - BAR', 'A GAS - PAR', 'F BRE - PIC', 'F EDI - NTH']",[],[],,
3,F1904M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F LYO - SPA/SC', 'F WES S F LYO - SPA', 'A MAR S F LYO - SPA', 'A VEN - TRI']",[],[],,
4,F1904M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD S A ALB - SER', 'A ALB - SER', 'F GRE - BUL/SC', 'A TRI S A BUD']",[],[],,
5,F1904M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['F POR S A SPA', 'A SPA H']",[],[],,
6,F1904M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUR - PAR', 'A SIL - WAR', 'F BAL - SWE', 'F BOT - STP/SC', 'A PIC S A BUR - PAR', 'F DEN S F BAL - SWE', 'F KIE - HOL']",[],[],,
0,F1904R,AUSTRIA,1,NoPressAgent(key=23),Orders from no-press baseline policy.,"['A BUD R VIE', 'F GRE D']",[],[],,
0,W1904A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F SPA/SC D'],[],[],,
1,W1904A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A BUL D'],[],[],,
2,W1904A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A VIE D'],[],[],,
3,W1904A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F BAL D'],[],[],,
4,W1904A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F POR D'],[],[],,
5,W1904A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F BAR D'],[],[],,
6,W1904A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A FIN D'],[],[],,
0,S1905M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1905M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1905M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1905M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1905M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1905M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1905M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1905M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1905M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1905M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1905M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1905M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1905M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1905M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1905A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A MAR D'],[],[],,
1,W1905A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A PIC D'],[],[],,
2,W1905A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F GRE D'],[],[],,
3,W1905A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F EDI D'],[],[],,
5,W1905A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A SER D'],[],[],,
6,W1905A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A UKR D'],[],[],,
0,S1906M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1906M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1906M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1906M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1906M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1906M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1906M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1906M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1906M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1906M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1906M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1906M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1906M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1906M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1906A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A TRI D'],[],[],,
1,W1906A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F DEN D'],[],[],,
2,W1906A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F WES D'],[],[],,
3,W1906A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F BRE D'],[],[],,
4,W1906A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A BUD D'],[],[],,
5,W1906A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F SWE D'],[],[],,
0,S1907M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1907M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1907M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1907M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1907M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1907M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1907M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1907M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1907M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1907M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1907M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1907M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1907M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1907M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1907A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F BLA D'],[],[],,
1,W1907A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,W1907A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A WAR D'],[],[],,
3,W1907A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A VEN D'],[],[],,
4,W1907A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F BOT D'],[],[],,
5,W1907A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A GAS D'],[],[],,
6,W1907A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1908M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1908M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1908M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1908M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1908M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1908M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1908M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1908M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1908M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1908M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1908M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1908M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1908M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1908A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F NTH D'],[],[],,
1,W1908A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A NWY D'],[],[],,
2,W1908A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A SIL D'],[],[],,
5,W1908A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F AEG D'],[],[],,
0,S1909M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1909M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1909M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1909M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1909M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1909M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1909M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1909M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1909M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1909M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1909M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1909M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1909M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1909M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1909A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A RUM D'],[],[],,
1,W1909A,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['A BUR D'],[],[],,
4,W1909A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,S1910M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,S1910M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,S1910M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,S1910M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,S1910M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,S1910M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,F1910M,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,F1910M,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,F1910M,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
3,F1910M,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,F1910M,ENGLAND,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
5,F1910M,RUSSIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
6,F1910M,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
0,W1910A,FRANCE,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,ITALY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,GERMANY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,['F KIE D'],[],[],,
3,W1910A,AUSTRIA,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,TURKEY,3,NoPressAgent(key=23),Orders from no-press baseline policy.,[],[],[],,
