,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
6,F1902M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
0,W1902A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1902A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1902A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1902A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1902A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A ARM D'],[],[],,
5,W1902A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1902A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1903M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A VIE - TYR', 'F GRE S F ION - AEG', 'A BUL - SER']",[],[],,
1,S1903M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - BAL'],[],[],,
2,S1903M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,S1903M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG S A CON - BUL', 'F BLA S A CON - BUL', 'A CON - BUL']",[],[],,
4,S1903M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ION S F GRE - AEG', 'A VEN - TYR']",[],[],,
5,S1903M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,S1903M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,F1903M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'F BLA - RUM', 'A BUL S F AEG - GRE']",[],[],,
1,F1903M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F BAL - DEN'],[],[],,
2,F1903M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ION - TYS', 'A VEN - PIE']",[],[],,
3,F1903M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,F1903M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - BAL'],[],[],,
5,F1903M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A BEL - HOL'],[],[],,
6,F1903M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
0,W1903A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1903A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1903A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1903A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1903A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F ANK B'],[],[],,
5,W1903A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1903A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1904M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F DEN - SWE'],[],[],,
1,S1904M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F TYS - ION', 'A PIE - TYR']",[],[],,
2,S1904M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,S1904M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'F BLA S A BUL - RUM', 'F ANK - ARM', 'A BUL - RUM']",[],[],,
4,S1904M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER S F GRE', 'A VIE - TYR', 'F GRE S F TYS - ION']",[],[],,
5,S1904M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F BAL - DEN'],[],[],,
6,S1904M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A BEL - PIC'],[],[],,
0,S1904R,RUSSIA,1,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,F1904M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
1,F1904M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
2,F1904M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
3,F1904M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ION - TYS', 'A ROM - TUS']",[],[],,
4,F1904M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
5,F1904M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,F1904M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
0,W1904A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1904A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1904A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1904A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1904A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1904A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1904A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1905M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
1,S1905M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NWY - NTH']",[],[],,
2,S1905M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG S F BLA - BUL', 'F BLA - BUL/EC']",[],[],,
3,S1905M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
4,S1905M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F GRE - BUL/SC', 'A BUL - SER']",[],[],,
5,S1905M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F TYS - LYO', 'A TUS - PIE']",[],[],,
6,S1905M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
0,F1905M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
1,F1905M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
2,F1905M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,F1905M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
4,F1905M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
5,F1905M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
6,F1905M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F AEG - GRE'],[],[],,
0,W1905A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A CON B'],[],[],,
1,W1905A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1905A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1906M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
1,S1906M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F NTH - NWY'],[],[],,
2,S1906M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
3,S1906M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
4,S1906M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
5,S1906M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A VIE - GAL'],[],[],,
6,S1906M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG S A CON - BUL', 'A CON - BUL', 'F BUL/EC - BLA']",[],[],,
0,F1906M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A GAL - RUM', 'A SER S F GRE - BUL/SC', 'F GRE - BUL/SC']",[],[],,
1,F1906M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
2,F1906M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
3,F1906M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A RUM S A BUL - SER', 'A BUL - SER']",[],[],,
4,F1906M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
5,F1906M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
6,F1906M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F ENG C A WAL - BEL'],[],[],,
0,F1906R,TURKEY,1,NoPressAgent(key=36),Orders from no-press baseline policy.,['A BUL R CON'],[],[],,
0,W1906A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1906A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1906A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1906A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1906A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1906A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1907M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
1,S1907M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
2,S1907M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NWY - NTH']",[],[],,
3,S1907M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
4,S1907M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER S F BUL/SC - GRE', 'F BUL/SC - GRE']",[],[],,
5,S1907M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
6,S1907M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F BLA S A CON - BUL', 'A CON - BUL', 'F GRE - AEG']",[],[],,
0,F1907M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
1,F1907M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
2,F1907M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A GAL - RUM', 'A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
3,F1907M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
4,F1907M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A BUL S F AEG - GRE']",[],[],,
5,F1907M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
6,F1907M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
0,W1907A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1907A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1907A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1907A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1907A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1907A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1907A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A RUM - SER', 'A BUL S F AEG - GRE']",[],[],,
1,S1908M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
2,S1908M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
3,S1908M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
4,S1908M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
5,S1908M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
6,S1908M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
0,F1908M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F MAO - SPA/SC', 'A PIC - BEL']",[],[],,
1,F1908M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
2,F1908M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
3,F1908M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A RUM S A BUL - SER', 'A BUL - SER']",[],[],,
4,F1908M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A GAL - RUM', 'A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
5,F1908M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
6,F1908M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
0,W1908A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1908A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1908A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1908A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1909M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
1,S1909M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
2,S1909M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
3,S1909M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
4,S1909M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A RUM - SER', 'A BUL S F AEG - GRE']",[],[],,
5,S1909M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
6,S1909M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F MAO - WES', 'A PIC - BEL']",[],[],,
0,F1909M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A GAL - RUM', 'A SER S F GRE - BUL/SC', 'F GRE - BUL/SC']",[],[],,
1,F1909M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F WES - TUN', 'A PIC - BEL']",[],[],,
2,F1909M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
3,F1909M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A RUM S A BUL - SER', 'A BUL - SER']",[],[],,
4,F1909M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
5,F1909M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F NTH - NWY'],[],[],,
6,F1909M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
0,F1909R,TURKEY,1,NoPressAgent(key=36),Orders from no-press baseline policy.,['A BUL R CON'],[],[],,
0,W1909A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1909A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1909A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F BLA S A CON - BUL', 'A CON - BUL', 'F GRE S A CON - BUL']",[],[],,
1,S1910M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
2,S1910M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NWY - NTH']",[],[],,
3,S1910M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
4,S1910M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER S F BUL/SC - GRE', 'F BUL/SC - GRE']",[],[],,
5,S1910M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F LYO - TYS', 'A PIE - TYR']",[],[],,
6,S1910M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A PIC - BEL', 'F TUN - TYS']",[],[],,
0,S1910R,TURKEY,1,NoPressAgent(key=36),Orders from no-press baseline policy.,['F GRE R AEG'],[],[],,
0,F1910M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A PIC - BEL', 'F TUN - WES']",[],[],,
1,F1910M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG - GRE', 'A BUL S F AEG - GRE']",[],[],,
2,F1910M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
3,F1910M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
4,F1910M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F NTH - HOL'],[],[],,
5,F1910M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
6,F1910M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F LYO - TYS'],[],[],,
0,W1910A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
3,W1910A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1910A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1910A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
