,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
4,F1903M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A SIL - WAR', 'A MUN - KIE', 'A BEL - HOL', 'F DEN S F SWE', 'F SWE H']",[],[],,
5,F1903M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['F ENG - BRE', 'F NTH - HOL', 'F CLY - NWG', 'A PIC - PAR']",[],[],,
6,F1903M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A UKR - RUM', 'A WAR - SIL', 'F BAL - KIE', 'A FIN - SWE', 'A NWY S A FIN - SWE', 'F SEV S A UKR - RUM']",[],[],,
0,F1903R,ITALY,1,NoPressAgent(key=2),Orders from no-press baseline policy.,['A MAR R PIE'],[],[],,
0,W1903A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A UKR D', 'A WAR D', 'A NWY D', 'F BAL D', 'A FIN D', 'F SEV D']",[],[],,
1,W1903A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['F BLA D', 'A GRE D', 'A BUL D', 'A RUM D', 'F SMY D']",[],[],,
2,W1903A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['F MAO D', 'A GAS D', 'A MAR D', 'F POR D']",[],[],,
3,W1903A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A BUD D', 'A SER D', 'A TRI D', 'F AEG D']",[],[],,
4,W1903A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A PAR D', 'F NTH D', 'F NWG D', 'F BRE D']",[],[],,
5,W1903A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['F LYO D', 'F WES D', 'F SPA/SC D', 'A PIE D', 'A VEN D']",[],[],,
6,W1903A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,"['A SIL D', 'A MUN D', 'F SWE D', 'A BEL D', 'F DEN D']",[],[],,
0,S1904M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1904M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1904M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1904M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1904M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1904M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1904M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1904M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1904M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1904M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1904M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1904M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1904M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1904M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1904A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1904A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1904A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1904A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1904A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1904A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1904A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1905M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1905M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1905M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1905M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1905M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1905M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1905M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1905M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1905M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1905M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1905M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1905M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1905M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1905M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1905A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1905A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1905A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1906M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1906M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1906M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1906M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1906M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1906M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1906M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1906M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1906M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1906M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1906M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1906M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1906M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1906M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1906A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1906A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1906A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1906A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1906A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1906A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1906A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1907M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1907M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1907M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1907M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1907M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1907M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1907M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1907M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1907M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1907M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1907M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1907M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1907M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1907M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1907A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1907A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1907A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1907A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1907A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1907A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1907A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1908M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1908M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1908M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1908M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1908M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1908M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1908M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1908M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1908M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1908M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1908M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1908M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1908M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1908M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1908A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1908A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1908A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1908A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1908A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1908A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1908A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1909M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1909M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1909M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1909M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1909M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1909M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1909M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1909M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1909M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1909M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1909M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1909M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1909M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1909M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1909A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1909A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1909A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1909A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1909A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1909A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1909A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,S1910M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,S1910M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,S1910M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,S1910M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,S1910M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,S1910M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,S1910M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,F1910M,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,F1910M,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,F1910M,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,F1910M,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,F1910M,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,F1910M,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,F1910M,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
0,W1910A,TURKEY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
1,W1910A,RUSSIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
2,W1910A,ITALY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
3,W1910A,GERMANY,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
4,W1910A,AUSTRIA,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
5,W1910A,ENGLAND,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
6,W1910A,FRANCE,3,NoPressAgent(key=2),Orders from no-press baseline policy.,[],[],[],,
