,phase,power,round,model,reasoning,orders,invalid_orders,messages,system_prompt,user_prompt
3,S1905M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NWY - NTH']",[],[],,
4,S1905M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
5,S1905M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F AEG S F BLA - BUL', 'F BLA - BUL/EC']",[],[],,
6,S1905M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F TYS - LYO', 'A TUS - PIE']",[],[],,
0,F1905M,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F ENG C A WAL - BEL', 'F NTH S A WAL - BEL']",[],[],,
1,F1905M,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F SWE - DEN'],[],[],,
2,F1905M,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['F DEN - SWE', 'A HOL - BEL']",[],[],,
3,F1905M,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,"['A SER - BUL', 'F GRE S A SER - BUL']",[],[],,
4,F1905M,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A TUS - PIE'],[],[],,
5,F1905M,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['F AEG - GRE'],[],[],,
6,F1905M,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A PIC - BEL'],[],[],,
0,W1905A,FRANCE,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
1,W1905A,GERMANY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
2,W1905A,TURKEY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,['A CON B'],[],[],,
3,W1905A,RUSSIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
4,W1905A,AUSTRIA,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
5,W1905A,ENGLAND,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
6,W1905A,ITALY,4,NoPressAgent(key=36),Orders from no-press baseline policy.,[],[],[],,
